timestamp,Temp_C,C_in_gNm3,Q_Nm3h,U1_kV,U2_kV,U3_kV,U4_kV,T1_s,T2_s,T3_s,T4_s,C_out_mgNm3,P_total_kW
2024/5/4 13:05,120.7,46.42,428233,54.5,52.9,50.3,48.1,251,251,458,462,49.87,1645.9
2024/5/4 13:06,119.3,43.35,439895,54,57.7,47.9,50,249,241,472,443,49.98,1688
2024/5/4 13:07,119,46.05,435887,54.3,51.8,50.6,50.7,244,250,459,453,49.98,1667.8
2024/5/4 13:08,120.8,43.25,432441,57.3,52.1,50.3,51.9,248,232,446,467,49.95,1703.8
2024/5/4 13:09,118.9,46.15,430321,52,51.1,47.8,49.8,263,226,453,491,49.83,1605.2
2024/5/4 13:10,119.5,44.75,421883,51.5,53.4,49.6,47.5,244,238,469,446,50,1634.4
2024/5/4 13:11,121,52.31,412915,55,53.9,50.9,51.9,256,250,457,470,50,1670.2
2024/5/4 13:12,122.4,45.87,431280,53.7,54.6,54.3,48.9,242,246,440,456,49.67,1703.7
2024/5/4 13:13,120.6,42.46,436742,55.4,54.7,51.8,50.4,261,256,461,458,49.49,1691.2
2024/5/4 13:14,120,45.64,429529,56.2,53.5,49.8,48.1,255,231,448,446,50,1676.7
2024/5/4 13:15,119.1,47.29,426127,52.5,52.6,49.9,46.8,260,241,442,450,50,1620
2024/5/4 13:16,118.3,50.18,434133,55.9,55.6,49.1,46.9,271,247,457,455,50,1648.7
2024/5/4 13:17,121.5,44.53,429761,52.7,52.9,49.6,52.2,217,237,446,467,50,1699.7
2024/5/4 13:18,119.6,42.05,443925,54.9,56.3,50.9,49.3,257,250,466,474,49.24,1674.8
2024/5/4 13:19,121.6,48.06,440312,52.2,51.7,50.9,50.8,254,245,457,450,49.94,1646.1
2024/5/4 13:20,119.4,42.57,438138,55,53.2,49.2,53.5,254,254,472,450,50,1672.4
2024/5/4 13:21,118.9,44.94,436535,54.7,58.8,47.2,51.2,251,252,460,465,49.86,1689.1
2024/5/4 13:22,120.5,45.39,420163,52.5,59.1,48.9,53.2,251,226,450,453,50,1736.2
2024/5/4 13:23,119.8,45.87,435800,52,52,47.7,47.3,252,266,450,469,49.89,1557.4
2024/5/4 13:24,118.1,47.77,433519,56.2,57.1,46.9,49.4,259,222,452,464,49.99,1698.9
2024/5/4 13:25,122.6,44.35,435372,53.8,57.9,50.6,47.6,258,230,462,449,49.93,1706.7
2024/5/4 13:26,119,45.38,434474,56.7,56.8,50,47.2,248,247,439,467,50,1691.9
2024/5/4 13:27,121.3,46.03,434167,53.6,54.5,47.5,48.1,246,252,460,462,50,1623
2024/5/4 13:28,121.2,46.45,452164,57.3,50.8,48.7,47.9,249,245,445,454,50,1649.3
2024/5/4 13:29,118,46.33,429961,52.8,54.8,50,48.2,243,242,483,462,49.7,1640.6
2024/5/4 13:30,118.4,47.18,438074,57.6,55.5,49.9,49.5,270,247,463,444,49.82,1685.5
2024/5/4 13:31,119.5,48.21,426828,55,55.1,50.2,50,233,255,464,451,50,1696.7
2024/5/4 13:32,118.6,47.08,436934,55.5,55.6,47.8,51.3,257,235,457,466,49.63,1698.5
2024/5/4 13:33,122.5,47.24,438137,52.6,53,50.1,50.5,257,235,437,453,50,1654
2024/5/4 13:34,119.7,42.16,433551,56.1,53.7,49.2,53.2,242,238,457,462,50,1732.3
2024/5/4 13:35,121.3,46.25,444003,56.2,49.9,50.9,53.6,252,264,461,439,49.7,1681.9
2024/5/4 13:36,120.7,47.33,423588,54,56.4,51.5,48.3,263,253,449,456,50,1676.4
2024/5/4 13:37,120.4,47.96,426779,50.4,52.8,55.4,49.8,244,255,455,459,50,1666.8
2024/5/4 13:38,120,44.41,432389,52.4,54.1,51.9,49.4,264,267,464,449,50,1633.7
2024/5/4 13:39,121.8,44.5,437751,52.4,55.1,49.6,47.3,262,258,458,458,50,1625.5
2024/5/4 13:40,118.8,44.72,432154,55.5,53.5,49.3,51.2,240,250,460,459,50,1683.4
2024/5/4 13:41,122.6,47.5,441019,53.7,52.5,47.5,51,235,267,463,444,50,1639.8
2024/5/4 13:42,118.1,48.75,425454,53.7,55.1,47.5,50.7,250,237,471,422,49.83,1675.4
2024/5/4 13:43,121.2,45.16,421637,53.5,51.1,49.9,51.2,233,245,446,445,50,1656.9
2024/5/4 13:44,117.9,48.45,433241,57.6,56.1,49.9,48.1,213,262,480,431,49.69,1731
2024/5/4 13:45,119.6,46.5,430174,54.7,55.9,54.7,51.9,242,222,480,465,50,1775.8
2024/5/4 13:46,120.2,45.88,435149,55,53.5,47.9,51.8,274,239,450,470,50,1648.1
2024/5/4 13:47,119.3,45.67,430602,53.4,53.6,47.6,45,243,258,464,442,50,1593.2
2024/5/4 13:48,119.8,48.07,428117,54.5,52.6,49.8,48.4,253,249,478,444,50,1627.8
2024/5/4 13:49,118,47.03,430253,52.6,53.8,48.3,50.3,257,254,474,452,49.98,1616.1
2024/5/4 13:50,118.6,51.91,431098,55.3,54.2,50.1,55,248,225,436,448,49.98,1755.2
2024/5/4 13:51,120.8,44.09,428444,52.3,54,48.4,49.8,244,238,455,447,49.92,1654.2
2024/5/4 13:52,120.1,47.53,429274,56.1,57.5,48.7,50,263,256,450,436,49.81,1710.8
2024/5/4 13:53,119,44.91,427686,53.1,51.1,50.2,48.8,249,237,467,456,49.7,1636.1
2024/5/4 13:54,122.1,44.07,437785,56.5,52.8,48.2,49.1,247,258,468,445,50,1656.2
2024/5/4 13:55,118.3,46.22,432500,58.4,56,48.6,52.4,258,252,442,438,50,1729.3
2024/5/4 13:56,119.6,46.6,449018,54.6,58.7,50.4,49.5,236,234,448,451,50,1741
2024/5/4 13:57,119.4,53.56,432266,57.2,52.8,49.4,52.3,233,252,438,458,50,1713.9
2024/5/4 13:58,121,45.81,426590,56.1,56.6,48,48.9,229,257,455,454,49.75,1694.7
2024/5/4 13:59,120.2,43.45,452379,51.7,52.3,48.3,50.1,255,252,453,462,50,1605.9
2024/5/4 14:00,120,46.96,434340,54.8,53.8,51.4,45.7,246,255,462,480,49.73,1631.5
2024/5/4 14:01,117.4,41.1,438969,55.6,54.6,49.9,48.1,258,227,478,456,49.69,1665.6
2024/5/4 14:02,121.4,46.06,435802,55.7,53.2,48.6,48.7,249,275,460,473,50,1630.1
2024/5/4 14:03,119.8,46.34,436067,54.9,53.7,51,49.2,232,282,453,439,49.46,1669.3
2024/5/4 14:04,120.3,48.29,435385,54.9,51.8,50.1,49.1,244,265,466,417,49.49,1632.5
2024/5/4 14:05,119,48.74,422301,54.5,55.9,52,49,259,250,452,446,50,1687.5
2024/5/4 14:06,118.8,45.06,434076,54.8,52.7,51,51.8,245,243,454,452,50,1700.7
2024/5/4 14:07,122.4,45.94,420554,52.1,53.2,51.6,48.4,262,244,459,442,49.85,1637.7
2024/5/4 14:08,117.5,44.41,429777,54.1,53,48.6,50.6,243,258,442,464,49.89,1642.5
2024/5/4 14:09,118.6,43.51,425385,51.6,53.1,47.5,49.4,257,261,453,449,50,1595.5
2024/5/4 14:10,122.4,47.11,434068,53.5,54.8,50.8,48.6,227,240,447,454,49.75,1689.4
2024/5/4 14:11,121.2,43.16,433899,53.3,54.6,50.8,53.5,245,248,466,456,49.95,1698.2
2024/5/4 14:12,119.7,45.31,435094,53.2,59.6,49.1,50.5,243,263,444,471,50,1705.2
2024/5/4 14:13,122.1,43.87,433562,52.4,54,47.2,49,231,247,445,449,50,1641.1
2024/5/4 14:14,120.9,47.73,426428,55,54.3,49.9,50.5,261,249,448,451,50,1668.1
2024/5/4 14:15,120.6,50.87,429214,53.9,57.2,50,50.4,240,265,447,471,49.41,1694.1
2024/5/4 14:16,120.6,43.12,438684,53.7,54.9,46.5,49.1,239,263,477,474,49.66,1613.7
2024/5/4 14:17,120.9,41.74,439883,51.7,54.3,50,47.3,264,258,470,474,50,1600.4
2024/5/4 14:18,121,46.07,422185,53.9,54.2,51.5,48.5,250,235,462,474,49.96,1676.7
2024/5/4 14:19,123.6,46.43,419132,56.8,54.9,46.6,43.1,257,235,452,429,49.65,1625.8
2024/5/4 14:20,120,46.94,425584,56.8,56.4,50.3,48,228,239,456,445,50,1731.8
2024/5/4 14:21,120,45.28,439780,55.2,57.2,51.9,50.6,238,242,476,481,50,1733.5
2024/5/4 14:22,118.4,45.9,441157,53.9,56.5,52,49.8,273,251,453,463,50,1684
2024/5/4 14:23,120.2,47.33,424061,55.6,55.4,45.5,48.7,258,247,444,478,50,1635.6
2024/5/4 14:24,123.1,49.02,433937,53.1,54.9,51.4,50.2,235,246,466,467,50,1680.9
2024/5/4 14:25,121.8,41.53,446175,53.9,58.5,48.6,51.2,251,245,454,463,50,1701.6
2024/5/4 14:26,119.5,45.5,434842,53,53.5,48.4,49.5,236,238,455,463,49.81,1650.5
2024/5/4 14:27,120.4,46.97,442912,56.3,55.9,54.3,48.7,265,242,454,455,49.58,1724.2
2024/5/4 14:28,118.4,44.14,439551,56,56.8,49.7,48.8,221,277,455,457,49.69,1703.3
2024/5/4 14:29,118.9,50.77,424300,54.4,56.5,48.5,47.5,251,256,463,443,50,1652.3
2024/5/4 14:30,120.6,44.86,430083,57.9,52.9,50.8,50.8,251,248,453,450,49.87,1697.1
2024/5/4 14:31,119.6,46.35,431902,55.3,60.1,52.6,53.4,235,230,460,451,49.88,1824.5
2024/5/4 14:32,118.8,47.85,432479,55.2,57.8,49.6,46.7,245,236,469,461,49.36,1693.4
2024/5/4 14:33,121.1,44.98,438998,54.9,56.6,48.1,48.1,253,247,474,465,50,1661.4
2024/5/4 14:34,120.2,41.85,434958,51.9,52.4,49.4,49.8,227,264,446,468,49.88,1635.1
2024/5/4 14:35,118,45.4,408221,52.6,56.4,51.4,48.6,233,251,469,480,50,1681.7
2024/5/4 14:36,117.3,49.05,421229,54.3,49.8,48.6,50.5,246,251,470,468,50,1613.4
2024/5/4 14:37,119.5,45.64,414255,54.3,54,51.4,47.5,238,261,472,466,50,1653.8
2024/5/4 14:38,118,44.37,433179,55.6,54.6,48.9,45.1,242,236,457,441,49.86,1658.1
2024/5/4 14:39,117.6,48.81,433722,53.1,53.5,45.5,51.1,248,265,454,437,49.71,1620.7
2024/5/4 14:40,122.1,45.67,434087,54.6,57.6,52.2,50.7,237,243,438,461,50,1748.7
2024/5/4 14:41,120.3,45.23,424172,54.6,54.6,49.9,50.9,248,262,458,453,49.76,1668.4
2024/5/4 14:42,120,46.88,437259,54.7,52.5,51.3,53.1,252,268,478,458,50,1665.1
2024/5/4 14:43,120.2,48.44,437619,54.4,55.9,49.8,48.2,257,237,460,444,49.79,1677
2024/5/4 14:44,118.7,52.47,421870,51.6,55.2,49.3,52.9,233,248,454,457,49.79,1684.3
2024/5/4 14:45,121.1,48.59,420206,49.9,50.9,50.7,52.2,240,257,464,451,49.8,1630.8
2024/5/4 14:46,120.3,49.43,431957,52.5,57.1,48.9,48.6,255,244,442,462,50,1655.2
2024/5/4 14:47,119.3,45.27,446316,53.3,54.6,52.8,46.9,230,245,453,464,49.81,1688.2
2024/5/4 14:48,119.6,43.97,445603,52,56.4,49.1,47.2,249,243,466,461,49.85,1642.6
2024/5/4 14:49,118.6,46.7,436536,54.3,55.2,52.8,50.6,248,226,463,443,49.75,1719.5
2024/5/4 14:50,119.9,46.82,426212,56.6,53.7,50.4,47.1,217,261,451,455,50,1692.4
2024/5/4 14:51,120.1,43.86,439171,55.8,55.2,44.4,49.6,242,236,478,477,50,1650.1
2024/5/4 14:52,119.9,46.12,428481,55.3,54.2,47.2,48.7,252,220,439,451,49.97,1665.6
2024/5/4 14:53,120.6,47.56,425984,56.3,55,50.9,49.7,245,260,460,449,50,1703.3
2024/5/4 14:54,120.4,47.47,414997,52.5,55.6,47.3,51,242,254,467,466,50,1642.8
2024/5/4 14:55,120.9,47.83,432992,53.4,54.7,46.5,50,250,232,472,450,49.98,1651.6
2024/5/4 14:56,121.9,47.3,427158,55.6,55.3,51.7,50.9,260,261,458,446,49.67,1696.4
2024/5/4 14:57,121.4,45.31,432993,53.4,53.6,46,53,254,256,466,448,50,1630.5
2024/5/4 14:58,122,45.3,413852,53.5,53.2,50.7,45.3,239,248,457,468,50,1632.5
2024/5/4 14:59,119.3,43.59,433630,58.1,55.9,48.4,49.7,230,244,477,454,49.67,1716.5
2024/5/4 15:00,119.8,51.06,412848,54.5,57.2,50.6,49.1,254,246,461,466,49.85,1687.3
2024/5/4 15:01,121.5,46.63,441025,57.9,53.3,49.7,49.2,234,250,471,471,50,1700.9
2024/5/4 15:02,121.6,46.04,436522,50.7,55,45,45.1,242,238,443,452,50,1584.8
2024/5/4 15:03,119.6,44.28,430143,53.1,51.5,48.5,49.6,250,261,455,455,50,1601.8
2024/5/4 15:04,121.5,53.95,436900,55.1,57.9,48.7,48.1,262,255,463,454,49.7,1672.5
2024/5/4 15:05,119.2,43.93,424599,54.5,56.6,50,50.6,263,246,463,447,49.75,1689.1
2024/5/4 15:06,121.3,45.55,433029,50.2,53.2,49.8,54.3,249,269,450,469,49.95,1644.9
2024/5/4 15:07,120.6,47.66,438834,53.9,53.6,48.7,46.9,242,244,434,452,49.65,1640.1
2024/5/4 15:08,118.5,48.13,407747,59.3,56.7,46.9,49.9,233,266,436,444,49.88,1729.1
2024/5/4 15:09,120,49.03,428950,54.8,54.7,50.1,45.6,271,251,445,477,50,1625.4
2024/5/4 15:10,123.9,51.16,432373,55.5,55.6,50.9,49.4,244,257,490,454,49.98,1690.6
2024/5/4 15:11,120.9,47.91,431010,53,52.3,49.8,51,256,243,420,456,49.6,1660.2
2024/5/4 15:12,124.1,44.01,444264,54.8,55.5,48.7,50.1,250,225,455,450,50,1688.5
2024/5/4 15:13,118.5,46.01,423643,54.3,54,48.4,51.9,242,254,453,443,50,1680.4
2024/5/4 15:14,121.8,47.42,427692,56.5,54.9,47.3,50.5,241,234,457,439,50,1702.8
2024/5/4 15:15,116.9,51.83,417361,56.5,53.5,49.6,45.6,231,240,456,467,49.58,1666.1
2024/5/4 15:16,120.7,43.17,444798,55.1,53.9,49.5,52.9,261,249,445,450,49.83,1690.1
2024/5/4 15:17,121.6,49.67,430772,54.4,54.5,50.8,46.2,246,240,469,432,50,1665
2024/5/4 15:18,121.9,47.12,429263,50.9,53.1,47.9,52.8,265,247,437,447,49.84,1632.4
2024/5/4 15:19,119.5,48.77,432378,50.9,58.8,49.4,50.5,242,250,479,453,49.6,1683
2024/5/4 15:20,122.3,46.42,437915,54.4,52.2,46.5,49.8,244,230,462,448,50,1639.8
2024/5/4 15:21,119.9,44.58,435632,56,55.3,48.4,52.6,234,251,446,463,50,1713.8
2024/5/4 15:22,120.5,48.56,454064,56.9,54.9,48,50.3,244,240,449,452,49.87,1696.5
2024/5/4 15:23,120.1,48.33,436540,52.5,55.8,51.2,51.1,233,235,471,467,,1706.5
2024/5/4 15:24,119,49.12,429215,51.2,49.3,52.5,49.5,253,224,441,467,50,1639.4
2024/5/4 15:25,123.1,46.67,428475,56.1,50.9,46.8,47.9,249,229,457,445,50,1627.2
2024/5/4 15:26,120.8,45.2,429852,52.6,53.2,50.9,47,265,248,457,448,50,1619.8
2024/5/4 15:27,122.4,42.81,421008,51.1,56.1,50.5,53.3,230,248,456,470,50,1703.7
2024/5/4 15:28,122.3,48.76,433370,53.3,53.7,48,52.2,262,254,463,460,49.84,1645
2024/5/4 15:29,119.3,47.77,439348,53.2,53.6,47.6,48.8,236,268,465,465,49.68,1614.8
2024/5/4 15:30,122.6,44.3,428202,56.9,54.3,47.6,47.9,252,264,462,465,49.97,1635.6
2024/5/4 15:31,121.5,45.37,426679,56,52.6,48.3,52.3,234,260,470,449,50,1674
2024/5/4 15:32,119.2,45.56,445295,52.8,55.2,48.4,51,250,262,460,487,49.66,1645.8
2024/5/4 15:33,121.5,43.02,421785,57,54.6,48.8,51.3,218,250,451,469,49.25,1730.2
2024/5/4 15:34,119.3,44.69,416683,54.5,55.2,48.1,51.7,240,250,443,452,50,1692.2
2024/5/4 15:35,123.2,43.9,424032,56.3,57.3,50.7,51.5,249,266,458,469,49.68,1712.8
2024/5/4 15:36,122,45.71,420962,56.9,53.8,50.1,53,269,250,462,456,50,1688
2024/5/4 15:37,120.7,44.9,436405,53.7,54.4,48.7,50.8,222,251,436,458,50,1683.2
2024/5/4 15:38,122.7,42.68,430460,55.4,52.2,48,46.4,248,262,462,450,50,1606
2024/5/4 15:39,118.5,51.81,431618,53.4,51.7,47.9,48.4,241,244,446,446,49.74,1620.9
2024/5/4 15:40,119.7,49.89,442629,56.1,54.2,50,50.1,225,246,446,466,50,1712.9
2024/5/4 15:41,120.5,44.81,427905,54.4,54.4,49.2,49.7,234,231,459,449,50,1682.9
2024/5/4 15:42,124.2,47.44,439667,56.1,55.6,49.5,50.7,242,242,432,448,49.97,1712.4
2024/5/4 15:43,119.3,47.81,445587,57.2,55.3,50.8,49.2,253,244,474,453,49.77,1705.8
2024/5/4 15:44,118.3,49.75,429882,55.3,54.7,49,46.2,249,244,468,444,50,1640.9
2024/5/4 15:45,118.7,44.72,439455,54,57.6,51.8,49.7,232,257,443,458,49.39,1720.1
2024/5/4 15:46,122.3,49.5,431655,54,53.6,45.1,45.5,226,236,455,451,49.49,1614.7
2024/5/4 15:47,120,45.41,441013,48.3,53.8,46.4,45.7,253,266,459,469,50,1528.7
2024/5/4 15:48,120.7,43.44,421080,52.8,54.7,52.7,50.1,245,223,448,469,49.44,1715
2024/5/4 15:49,122.1,48.59,420519,56,51.8,48.3,47.2,267,255,451,457,50,1600.1
2024/5/4 15:50,120.7,50.01,430585,56.1,55.6,49.6,48.2,243,257,456,447,49.61,1672.3
2024/5/4 15:51,121.2,53.26,426635,52.7,54.3,51.6,50,261,256,457,455,49.41,1649.7
2024/5/4 15:52,121.7,43.8,429644,54.5,54.3,49.7,48,254,261,455,453,50,1629.6
2024/5/4 15:53,120.3,48.54,432054,53.8,55.3,50.9,49.9,257,245,458,476,50,1668.5
2024/5/4 15:54,120.7,45.78,439602,55.5,54.9,50.3,51.4,253,263,462,453,49.43,1695.9
2024/5/4 15:55,121.3,48.76,430613,58.6,55,51,47.4,253,239,453,460,49.95,1706.1
2024/5/4 15:56,122.3,43.13,427315,55.6,53.4,50,47.9,220,240,462,465,50,1687.5
2024/5/4 15:57,119.8,43.65,431126,52.8,57.3,50.5,50.3,245,272,471,474,50,1667.1
2024/5/4 15:58,116.5,44.87,427818,54,51.2,47.9,48.2,240,250,462,453,50,1617.2
2024/5/4 15:59,122,47.01,426532,56.9,52.8,50.1,50.3,263,259,478,439,50,1669.7
2024/5/4 16:00,122.4,45.22,421132,51.3,53,49,50.1,236,254,440,459,50,1627.8
2024/5/4 16:01,121.3,48.47,434625,52.9,52.7,48.9,48.4,244,256,450,471,49.48,1601.6
2024/5/4 16:02,121.4,49.39,429553,55.6,50.6,45.7,51.7,257,224,461,462,49.7,1646.1
2024/5/4 16:03,120.2,48.33,441866,56.7,57.4,48.2,46.6,251,252,460,450,49.58,1670.8
2024/5/4 16:04,121.8,50.88,422589,55.3,55.4,48.8,50.2,250,248,452,453,50,1679.2
2024/5/4 16:05,122.3,47.87,429865,52.9,52.9,52.1,44.8,261,259,464,447,50,1600.1
2024/5/4 16:06,121.1,43.79,448739,55.2,55.5,48.5,49.2,251,238,460,454,49.82,1668.2
2024/5/4 16:07,124.8,50.25,426752,54.9,53.8,49.6,49.1,241,262,471,447,50,1649.5
2024/5/4 16:08,118.7,45.33,432410,54.8,53.5,51.8,46.6,232,233,444,462,49.68,1676.5
2024/5/4 16:09,121.3,49.12,424610,53.9,52.2,46.5,52.1,253,242,458,463,49.87,1636.8
2024/5/4 16:10,119.3,50.78,423583,54.2,54.1,48.2,46.8,238,229,452,458,50,1658.9
2024/5/4 16:11,122.4,47.99,446783,52.3,52.8,50.8,48.3,245,235,467,468,50,1644
2024/5/4 16:12,118.7,43.11,435807,59.1,52.2,53.9,51.4,260,248,464,472,49.68,1733.6
2024/5/4 16:13,119.1,44.56,435543,54.4,56,45,49.5,245,264,451,474,50,1624
2024/5/4 16:14,120.2,50.17,420937,55.2,52.5,48.8,48.2,242,248,469,459,50,1620.9
2024/5/4 16:15,121.5,46.44,437412,53.7,56.9,50.3,47.8,244,232,457,451,50,1693.3
2024/5/4 16:16,120.2,47.06,443836,55.8,52.7,50.7,49,244,222,442,431,49.77,1711.9
2024/5/4 16:17,120.3,48.76,443807,51.5,51.1,53.5,48.2,236,256,454,452,49.63,1630.5
2024/5/4 16:18,120.9,48.61,439993,50.6,55.1,47.7,49.2,268,240,485,442,50,1598.9
2024/5/4 16:19,120.8,47.57,425646,54,53.2,48.5,47.7,241,241,455,457,50,1641
2024/5/4 16:20,123.4,46.35,437222,58.2,50.9,45.7,50.8,257,260,460,467,49.88,1637.3
2024/5/4 16:21,122.2,46.1,440093,56.5,54.6,49.2,47.7,235,246,461,466,50,1684.7
2024/5/4 16:22,120.7,49.02,420432,52.5,51.5,50,46,254,244,457,467,49.81,1593.8
2024/5/4 16:23,124.3,48.27,425853,55.1,50.1,53.2,54.6,250,249,476,439,50,1701.5
2024/5/4 16:24,121.9,46.24,441964,52.8,55.4,52.4,51,248,265,466,439,50,1682
2024/5/4 16:25,119.7,49.59,441903,54.9,57,52,47.6,250,251,465,473,49.93,1684.7
2024/5/4 16:26,121.6,46.57,422542,55.1,53.3,47.6,47.2,252,222,454,433,50,1644.1
2024/5/4 16:27,122,44.76,441327,55.9,56.5,49.8,50.4,245,238,466,466,49.98,1720.6
2024/5/4 16:28,120.2,45,435765,50.9,55.7,49.8,47.7,245,244,453,455,49.86,1644.3
2024/5/4 16:29,119.6,44.45,441287,51.5,55.4,49.9,51.1,254,258,462,453,49.19,1654.2
2024/5/4 16:30,121.4,46.22,429999,53.9,53.7,48.9,50,234,233,482,460,49.85,1662.7
2024/5/4 16:31,120.7,49.99,440273,52,52.8,51.2,49.5,232,249,476,479,50,1650.3
2024/5/4 16:32,123.5,44.89,441899,51.8,54.7,48.3,49.3,250,246,456,448,50,1630.7
2024/5/4 16:33,122.4,47.38,432374,54.6,55.3,49.6,51.9,223,260,460,452,50,1720.8
2024/5/4 16:34,120.3,45.27,435364,52.2,51.5,51.9,48.6,227,235,444,471,50,1661.6
2024/5/4 16:35,121.9,46.26,430071,58.5,53.4,53.3,49.2,269,249,454,447,49.93,1705.7
2024/5/4 16:36,123.2,43.14,448509,53,53.6,47.3,47.4,266,266,431,467,50,1584.6
2024/5/4 16:37,119.2,46.36,434371,53.5,53.5,50.1,50.2,241,258,468,457,50,1645
2024/5/4 16:38,119.8,46.43,427994,54.6,52.7,49.9,47.2,259,255,448,430,49.59,1622
2024/5/4 16:39,121.3,48.27,429681,51,51.3,51.4,51.4,260,244,456,459,49.72,1627.7
2024/5/4 16:40,121.4,47.48,436459,55,53.4,52.2,51.6,253,249,452,458,50,1705
2024/5/4 16:41,121.2,43.93,441510,54.7,53.5,48.3,45.6,246,246,470,460,49.78,1616.6
2024/5/4 16:42,120.9,49.63,424834,53.3,53.1,48.8,51,255,258,474,466,49.9,1631.9
2024/5/4 16:43,120.8,47.45,450340,54.5,55.3,49.1,46.5,257,254,474,464,50,1626.8
2024/5/4 16:44,121.9,47.42,438066,54.9,51.3,49.9,48.1,255,240,442,457,50,1635.7
2024/5/4 16:45,123,46.91,439366,56.9,54.6,50.6,48.9,229,268,465,471,49.9,1683.5
2024/5/4 16:46,120.6,45.64,434895,59,50.4,48.2,48,272,262,447,453,50,1618.5
2024/5/4 16:47,125,47.48,435865,51.9,53.9,52.6,48.2,276,237,459,461,,1642.2
2024/5/4 16:48,124.3,48.12,434564,51.4,49.5,45.3,50.6,224,243,469,447,50,1595.7
2024/5/4 16:49,123.4,42.57,443931,54.2,52.2,46.5,51.1,253,245,454,433,50,1641.7
2024/5/4 16:50,122.3,45.59,435764,49.8,53.9,50.1,48.7,272,257,460,448,50,1589.8
2024/5/4 16:51,124.4,46.3,442002,55.3,51.1,48.6,48.9,259,238,450,459,50,1624.6
2024/5/4 16:52,121,47.58,432434,54.2,51.1,47.8,50.2,259,239,470,438,50,1626
2024/5/4 16:53,120.2,49.93,437509,54.7,55.9,50.8,46.8,230,258,455,447,49.96,1684.2
2024/5/4 16:54,120.6,45.02,429552,53.4,50.8,50.5,49,257,254,451,478,50,1610.7
2024/5/4 16:55,119.9,45.7,445755,54.5,53.7,51.4,48.5,250,224,461,454,49.94,1688.7
2024/5/4 16:56,121.6,45.67,429392,54.9,56.9,46.8,49.5,257,255,468,463,50,1649.9
2024/5/4 16:57,121.9,44.95,433501,54.4,54.2,50.5,46.6,235,230,441,447,49.89,1683.4
2024/5/4 16:58,121.8,46.08,433621,51.3,54,50.5,49.6,234,240,463,441,50,1660.8
2024/5/4 16:59,121.4,48.88,433349,54.3,52.5,46.9,49.5,246,243,451,445,50,1631.8
2024/5/4 17:00,121.7,44.32,442000,57.7,52.5,49,52.9,243,242,465,470,50,1702.2
2024/5/4 17:01,124.1,48.03,433727,54.4,53.6,50.8,46.3,245,239,451,454,50,1654.8
2024/5/4 17:02,122.4,42.7,447452,54.2,49.9,51.6,53.5,242,235,447,459,49.63,1697.4
2024/5/4 17:03,122.9,45.56,429793,57.1,56,48.6,52.7,245,253,449,449,49.77,1739.5
2024/5/4 17:04,121.8,46.14,437736,52.4,54.3,46.7,51.5,239,228,459,466,50,1671.9
2024/5/4 17:05,119.1,51.15,430215,55.7,50.4,52,47.9,247,241,464,474,50,1641.9
2024/5/4 17:06,118.8,46.28,439830,52.9,56,49,50.9,230,257,450,484,50,1684
2024/5/4 17:07,124.6,41.46,436375,56.1,55.3,45.1,45.4,253,252,458,465,49.74,1611.1
2024/5/4 17:08,120.7,41.97,435303,55.5,54.8,48.4,44.8,250,231,450,446,50,1658
2024/5/4 17:09,120.6,47.05,446092,53.1,58.4,51.2,47.7,232,224,453,435,49.58,1736.1
2024/5/4 17:10,121.9,48.5,431390,53.4,54.1,46.4,46.9,263,234,451,473,49.99,1609.6
2024/5/4 17:11,122.4,47.91,441358,55.9,57,49.1,45,237,221,449,435,49.96,1710.4
2024/5/4 17:12,122.6,47.39,430556,50.2,54,48.2,52.1,261,248,443,457,50,1629.2
2024/5/4 17:13,124.2,49.88,437650,53,54.8,48.8,47.4,251,242,457,470,50,1637.6
2024/5/4 17:14,123.8,45.62,427226,55.1,52.8,48,49.8,259,243,471,478,50,1628.7
2024/5/4 17:15,120.4,49.21,431532,53.3,50.1,49.9,54.5,249,253,458,447,50,1657.5
2024/5/4 17:16,123,42.9,436216,54.2,50.2,48.4,48.6,254,258,454,459,50,1608.3
2024/5/4 17:17,121,44.71,451432,49.8,53.7,50.2,46.3,259,250,467,456,50,1576.3
2024/5/4 17:18,121.4,42.46,437763,52.2,53.4,48.1,52.6,270,245,452,449,50,1636
2024/5/4 17:19,120,46.29,450236,55.2,51.5,51.1,48.6,260,239,460,472,50,1645.6
2024/5/4 17:20,119.1,46.86,438804,52.4,53.3,48.9,50.6,253,243,439,464,49.67,1643.2
2024/5/4 17:21,121.6,47.27,433987,51.3,54.8,46.4,43.4,231,250,457,443,49.71,1576.7
2024/5/4 17:22,120.2,47.14,449440,56,56.5,47.1,49.5,218,258,453,455,49.91,1686.8
2024/5/4 17:23,123,44.66,440664,54.9,52.5,46.5,48.7,246,230,435,453,50,1655.9
2024/5/4 17:24,121.2,46.51,432069,51.7,54.7,46.7,48.1,239,234,452,463,50,1626.6
2024/5/4 17:25,122.1,43.24,441018,54.1,57.3,46.2,50.8,239,247,429,480,50,1687.9
2024/5/4 17:26,123.7,50.39,434955,51.7,55.4,46.7,47.5,246,222,450,461,,1643.7
2024/5/4 17:27,119.5,46.23,421426,53.6,52.3,48.8,48.3,255,251,463,454,49.38,1615.1
